City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
470,ibra,22.6906,58.5334,288.72,63,93,0.86,OM,1674349121
471,idrinskoye,54.3708,92.1358,231.58,98,30,1.36,RU,1674349122
472,purranque,-40.9167,-73.1667,292.78,86,65,1.18,CL,1674348911
473,sayhat,26.4852,50.0405,285.27,70,6,1.21,SA,1674349123
474,nkhata bay,-11.6066,34.2907,295.42,83,100,3.28,MW,1674349123
475,coolum beach,-26.5333,153.1,301.54,73,82,3.37,AU,1674349115
476,maningrida,-12.0667,134.2667,303.76,62,77,2.89,AU,1674349124
477,porto velho,-8.7619,-63.9039,298.18,88,20,1.54,BR,1674348910
478,pailon,-17.65,-62.75,300.65,53,0,5.85,BO,1674349125
479,hammerfest,70.6634,23.6821,276.4,60,75,4.63,NO,1674349125
480,jiazi,22.8779,116.067,288.8,85,100,3.32,CN,1674349126
481,ipanema,-30.1391,-51.2244,296.14,93,20,2.57,BR,1674349126
482,tyrma,50.0833,132.1667,236.82,92,51,0.29,RU,1674349126
483,caala,-12.8525,15.5606,286.61,95,100,1.57,AO,1674349127
484,tabas,33.5959,56.9244,277.57,41,0,1.96,IR,1674349127
485,sai buri,6.7013,101.6168,297.99,89,97,3.93,TH,1674349128
486,san juan de uraba,8.7592,-76.5297,298.41,83,1,3.79,CO,1674349128
487,svetlyy,54.675,20.1347,272.18,88,100,5.11,RU,1674349128
488,culiacan,24.7994,-107.3897,292.26,32,0,2.83,MX,1674348905
489,boffa,10.1667,-14.0333,294.08,70,3,1.48,GN,1674349129
490,khawhai,23.3667,93.1167,278.0,55,0,1.18,IN,1674349130
491,spirit river,55.7833,-118.8361,276.39,80,100,5.23,CA,1674349130
492,bajil,15.0584,43.2851,296.32,76,0,1.23,YE,1674349131
493,roebourne,-20.7833,117.1333,302.46,59,33,1.42,AU,1674349131
494,talara,-4.5772,-81.2719,296.57,78,0,4.63,PE,1674349131
495,plouzane,48.3833,-4.6167,276.18,81,0,3.09,FR,1674349132
496,phetchaburi,12.9667,99.5833,294.3,53,100,1.16,TH,1674349132
497,limbang,4.75,115.0,300.21,85,99,0.55,MY,1674349133
498,bambous virieux,-20.3428,57.7575,297.71,82,66,2.67,MU,1674349133
499,fairbanks,64.8378,-147.7164,258.48,79,100,4.12,US,1674349134
500,simbahan,6.3032,120.5836,300.23,75,96,2.87,PH,1674349134
501,yulara,-25.2406,130.9889,304.55,21,0,5.85,AU,1674349134
502,duminichi,53.9345,35.1099,271.26,82,98,2.69,RU,1674349135
503,bimbo,4.2567,18.4158,300.11,61,100,0.0,CF,1674349135
504,djambala,-2.5447,14.7533,292.39,92,100,0.85,CG,1674349136
505,picos,-7.0769,-41.4669,298.95,67,100,0.59,BR,1674349136
506,broome,42.2506,-75.833,273.54,85,100,0.89,US,1674349137
507,soderhamn,61.3037,17.0592,264.43,86,6,1.99,SE,1674349137
508,honningsvag,70.9821,25.9704,273.01,74,100,10.29,NO,1674349138
509,ravar,31.2656,56.8055,275.24,47,0,1.9,IR,1674349138
510,colchester,51.8892,0.9042,274.34,91,5,2.53,GB,1674349139
511,kovernino,57.1253,43.8142,264.19,92,100,2.79,RU,1674349139
512,maniitsoq,65.4167,-52.9,257.71,98,100,11.0,GL,1674349139
513,mandalgovi,45.7625,106.2708,251.87,89,100,8.41,MN,1674349140
514,aguadilla,18.4275,-67.1541,297.36,85,0,2.24,PR,1674349140
515,vila real de santo antonio,37.195,-7.4177,286.67,83,12,5.47,PT,1674349141
516,benicarlo,40.4165,0.4271,279.4,44,0,13.06,ES,1674349141
517,namatanai,-3.6667,152.4333,302.53,68,100,0.43,PG,1674349142
518,dukat,62.55,155.55,235.36,100,99,2.39,RU,1674349142
519,mugumu,-1.85,34.7,288.17,85,78,1.2,TZ,1674349144
520,barao de melgaco,-16.1944,-55.9675,297.85,82,100,2.69,BR,1674349144
521,the valley,18.217,-63.0578,298.2,72,0,6.77,AI,1674349145
522,cestas,44.7435,-0.6791,272.11,93,0,2.06,FR,1674349145
523,puerto baquerizo moreno,-0.9,-89.6,297.05,86,49,3.81,EC,1674349146
524,asau,46.4333,26.4,275.66,89,100,1.02,RO,1674349147
525,kharp,66.8014,65.8081,267.13,90,100,3.68,RU,1674349148
526,barra patuca,15.8,-84.2833,297.18,83,6,4.23,HN,1674349148
527,gigmoto,13.7796,124.39,298.48,88,88,6.01,PH,1674349149
528,havelock,34.8791,-76.9013,282.12,69,100,0.45,US,1674349149
529,rennes,48.1667,-1.6667,271.8,100,5,1.54,FR,1674349150
530,sept-iles,50.2001,-66.3821,264.15,74,0,2.06,CA,1674349151
531,guerrero negro,27.9769,-114.0611,290.48,32,0,3.27,MX,1674349151
532,mpanda,-6.3655,31.0409,290.86,98,100,2.37,TZ,1674349152
533,ozernovskiy,51.5,156.5167,264.47,65,100,1.51,RU,1674349153
534,gasa,31.5,34.4667,287.3,75,0,1.82,PS,1674349154
535,namwala,-15.7504,26.4384,291.33,97,100,1.29,ZM,1674349154
536,qandala,11.472,49.8728,295.28,73,2,3.13,SO,1674349155
537,turukhansk,65.8167,87.9833,250.93,64,100,7.54,RU,1674349156
538,launceston,-41.45,147.1667,296.57,49,100,2.06,AU,1674349159
539,pionerskiy,54.9508,20.2275,272.06,82,100,8.15,RU,1674349160
540,dharchula,29.85,80.5333,278.63,16,0,4.0,IN,1674349161
541,pinyug,60.251,47.7842,269.85,97,100,2.28,RU,1674349163
542,santiago,-33.4569,-70.6483,298.45,42,0,7.2,CL,1674348600
543,sistranda,63.7256,8.834,276.13,54,100,2.87,NO,1674349165
544,natchitoches,31.7668,-93.1335,282.62,100,100,0.0,US,1674349165
545,mvuma,-19.2792,30.5283,290.45,77,100,0.87,ZW,1674349166
546,remontnoye,46.5614,43.6501,271.57,72,96,8.86,RU,1674349167
547,almaznyy,48.0448,40.045,270.81,79,100,6.37,RU,1674349167
548,andenes,69.3143,16.1194,277.14,75,100,13.38,NO,1674349168
549,ushtobe,45.2514,77.9838,256.99,83,5,5.46,KZ,1674349168
550,meadville,41.6414,-80.1515,273.74,82,96,1.79,US,1674349021
551,vila velha,-20.3297,-40.2925,298.12,98,100,2.06,BR,1674349094
552,kuching,1.55,110.3333,301.49,95,40,1.54,MY,1674349169
553,vao,-22.6667,167.4833,299.22,88,65,11.12,NC,1674349169
554,kez,57.8979,53.7152,262.82,88,100,3.28,RU,1674349170
555,cassilandia,-19.1133,-51.7342,295.28,91,100,0.65,BR,1674349170
556,haines junction,60.7522,-137.5108,268.35,98,100,0.53,CA,1674349170
557,lexington-fayette,38.0498,-84.4585,275.06,68,100,0.89,US,1674349029
558,grenfell,-33.9,148.1667,296.24,43,99,3.01,AU,1674349171
559,arlit,18.7369,7.3853,292.73,13,100,2.68,NE,1674348913
560,valparaiso,-33.0393,-71.6273,292.3,100,0,2.57,CL,1674349172
561,xuddur,4.1213,43.8894,295.31,67,94,7.62,SO,1674349172
562,great yarmouth,52.6083,1.7305,273.16,75,6,0.66,GB,1674349172
563,lucea,18.451,-78.1736,299.07,78,7,5.23,JM,1674349173
564,ballina,-28.8667,153.5667,298.16,81,80,1.5,AU,1674349173
565,pimentel,-6.8367,-79.9342,294.31,83,0,6.69,PE,1674349174
566,batagay-alyta,67.8006,130.4114,240.41,79,100,1.49,RU,1674349174
567,kuntaur,13.6667,-14.8833,295.19,29,53,3.42,GM,1674349174
568,aripuana,-9.1667,-60.6333,295.09,98,100,0.89,BR,1674349175
569,pathalgaon,22.5667,83.4667,287.75,59,5,1.14,IN,1674349175
570,ternate,0.8,127.4,299.96,79,100,2.41,ID,1674349176
571,birobidzhan,48.8,132.95,242.77,76,8,1.02,RU,1674349176
572,nemuro,43.3236,145.575,266.12,58,1,10.65,JP,1674349176
573,lewistown,40.5992,-77.5714,275.42,84,100,0.0,US,1674349177
574,lityn,49.3251,28.0809,275.07,86,10,2.99,UA,1674349177
575,vostok,46.4856,135.8833,247.85,74,100,1.28,RU,1674349178
576,okhotsk,59.3833,143.3,249.66,75,100,6.7,RU,1674349178
577,sarh,9.1429,18.3923,296.1,40,0,2.06,TD,1674349178
578,derbent,42.0678,48.2899,277.34,86,53,6.1,RU,1674349179
579,nur,52.6683,22.3221,273.82,95,100,4.15,PL,1674349179
580,doha,25.2867,51.5333,289.14,82,0,2.06,QA,1674349180
581,muroto,33.2833,134.15,281.71,61,23,3.04,JP,1674349180
